,planet_name,star_name,disposition,is_planet,prediction_probability,predicted_is_planet,right_ascens,declination,distance_pc,planet_radius,planet_temp,planet_insolation,period,orbit_semi_major_axis,trans_depth,trans_duration,transit_midpoint,impact,stellar_radius,stellar_temp,stellar_logg,stellar_luminosity,stellar_mass,tmag,planet_star_radius_ratio,fitted_stellar_density,planet_count
4713,511.01,TOI-511,KP,2,0.6618621945381165,1.0,108.825117,14.262606,415.344,15.4971874,1529.9640816,1294.9289564,3.3552444,0.0487855787946764,0.0111999266299,3.7362246,2458491.695717,0.2203488715979771,1.41886,6373.0,4.27283,2.9919094327335105,2.736197072258565e+30,11.3072,10.922280845185572,918.9729759913608,1
4714,5110.01,TOI-5110,CP,2,0.322195440530777,0.0,94.404269,31.610331,392.259,11.2128,549.0,15.1027,30.1584857,0.1978016835249354,0.002293,3.852,2460227.480457,0.9994345963658992,2.38,6083.0,3.74,6.9874523327902365,2.2573151542009156e+30,10.2592,4.711260504201681,791.2392746310588,1
4715,5111.01,TOI-5111,KP,2,0.6139771938323975,1.0,136.361492,21.668589,75.1691,1.9149,688.0,37.2966,3.3557219,0.0358829646777301,0.001101,1.599,2460280.32405,0.570076916222417,0.56,3807.0,4.68,0.059347337439238,1.0884646700983204e+30,11.7538,3.4194642857142856,582.6945312510345,1
4716,5112.01,TOI-5112,PC,1,,,110.304466,17.588565,43.8372,2.17742,659.0,31.4267,15.532806,0.103107951878814,0.001236,3.564,2460261.292276,,0.61,3973.0,4.65,0.0835271394696061,1.2053077612169094e+30,10.1857,3.569540983606557,,1
4717,5113.01,TOI-5113,PC,1,0.708487331867218,1.0,80.498464,30.948728,222.874,2.75771,1250.0,405.932,4.136488,0.0527233953571135,0.000462,2.551,2460662.395647,0.7766114441133992,1.39,6113.0,4.21,2.430753176306084,2.27231158974567e+30,10.2212,1.9839640287769784,50.25872265675687,1
4718,5114.01,TOI-5114,PC,1,,,110.7852,25.558752,,22.3615,910.0,114.033,6.1539077,,0.001636,2.115,2460280.731884,,5.63,5234.4,,21.437695459963404,,10.0643,3.971847246891652,,1
4719,5115.01,TOI-5115,PC,1,,,127.154488,10.249488,207.618,2.38171,681.0,35.732,13.8240078,0.1071931921273185,0.00114,3.512,2459554.641004,,0.71,5129.0,4.67,0.3142976776041876,1.709838061970429e+30,12.1045,3.3545211267605635,,1
4720,5116.01,TOI-5116,PC,1,0.8240556716918945,1.0,164.375996,12.535614,197.234,4.18368,969.0,146.577,3.4355113,0.0412059473877339,0.00258,2.11,2459578.653916,0.5524269872733159,0.8,4870.0,4.53,0.3243317736724335,1.5725999482595474e+30,11.9783,5.2296,736.8914306920555,1
4721,5117.01,TOI-5117,PC,1,0.7551062703132629,1.0,107.762809,14.947519,217.786,3.51877,855.0,89.0703,11.6986928,0.1073089327303381,0.00093,3.37,2459534.137427,0.7026245019474191,1.16,6247.5,4.39,1.8468631495384689,2.395268821879023e+30,10.3657,3.033422413793104,161.51619669348386,1
4722,5118.01,TOI-5118,PC,1,0.2808669507503509,0.0,97.362073,15.65565,280.37,2.51186,2067.0,3031.49,1.5749553,0.0295813221610276,0.000304,2.216,2460257.667531,0.687510949723097,1.57,6635.0,4.19,4.303845691245028,2.7684557600669205e+30,10.0769,1.5999108280254777,19.241201725761773,1
4723,5119.01,TOI-5119,FP,0,,,85.222404,25.872525,179.327,3.62613,1925.0,2280.57,1.4713984,,0.000236,3.028,2460258.206104,,2.66,5110.7,,4.348890826102435,,8.96861,1.3632067669172931,,1
4724,512.01,TOI-512,CP,2,0.5451833605766296,1.0,96.646702,-38.60721,67.3975,1.5254582,830.5601795,112.4619017,7.1887332,0.0715200461556571,0.000285257999,2.9505752,2458471.218204,0.3944502430261261,0.882675,5581.0,4.52166,0.6809942121449641,1.878018800264265e+30,8.9767,1.7282218257002862,46.4334996332903,1
4725,512.02,TOI-512,APC,1,,,96.646702,-38.60721,67.3975,1.74398,764.0,56.5944,20.2749388,0.1424799675467278,0.00041,5.788,2459201.06601,,0.88,5581.0,4.52166,0.6768728782615129,1.8666531493126825e+30,8.9767,1.9817954545454544,,2
4726,5120.01,TOI-5120,PC,1,0.8054845929145813,1.0,104.214073,22.595448,229.962,12.0398,745.0,51.1862,24.9163182,0.1690855366780069,0.00626,6.745,2460267.926815,0.6224474584218049,1.47,5778.4,4.12,2.1704948272608777,2.065727126401325e+30,10.2326,8.190340136054422,527.9097177231922,1
4727,5121.01,TOI-5121,KP,2,,,127.762837,10.847557,878.43,10.1248,910.0,114.149,8.4071591,,0.000533,5.002,2460269.511157,,4.71,4642.6,,9.28497119547312,,11.6522,2.14963906581741,,1
4728,5122.01,TOI-5122,PC,1,0.6978220343589783,1.0,85.682297,30.762919,183.637,6.12917,1824.0,1838.7,3.3885867,0.0464502360136832,0.000639,1.377,2460256.936361,0.9634907299546588,1.34,6148.7,4.25,2.3122590660452604,2.3155164985777424e+30,9.82614,4.574007462686567,1811.2591128275012,1
4729,5123.01,TOI-5123,KP,2,0.5345041155815125,1.0,132.16988,20.455016,123.438,2.5044826,908.8517497,161.2475751,3.2810299,0.039558505825544,0.0011636040257,1.9734854,2459501.145179,0.4835335241704626,0.735345,4783.6,4.59,0.2550911517430839,1.525529360701128e+30,11.1983,3.405860650442989,302.36307534280024,1
4730,5123.02,TOI-5123,KP,2,0.5541621446609497,1.0,132.16988,20.455016,123.438,3.0161255,663.3374243,45.7571538,8.4388997,0.0742603463985656,0.0012692030732,2.5274041,2459572.871765,0.5930890949951587,0.735345,4783.6,4.59,0.2550911517430839,1.525529360701128e+30,11.1983,4.101646846038253,573.5227319592556,2
4731,5124.01,TOI-5124,FP,0,0.2108343541622162,0.0,98.039425,17.38055,588.788,8.40705,2156.0,3593.53,1.0754572,0.0219498561150838,0.00069,1.832,2459549.901817,0.972117528045608,3.29,6290.0,3.49,15.264692354898534,2.4256608510077767e+30,10.4406,2.555334346504559,59.00119427579699,1
4732,5125.01,TOI-5125,PC,1,0.7245910167694092,1.0,87.9525,15.882044,171.506,2.96154,1296.0,468.76,5.909621,0.0719172727604592,0.000435,2.784,2460280.082357,0.8104040890297528,1.55,6710.0,4.21,4.387803348891374,2.825541428685872e+30,9.02342,1.9106709677419356,50.464774030128645,1
4733,5126.01,TOI-5126,CP,2,0.7898554801940918,1.0,151.659783,18.634063,160.414,4.40571,1247.0,402.195,5.4589863,0.0644557180890519,0.00123,3.39,2460282.114507,0.4904771605691968,1.24,6223.0,4.33,2.0774771347214536,2.3838649781986872e+30,9.56225,3.552991935483871,109.60274012672296,1
4734,5126.02,TOI-5126,CP,2,0.5896169543266296,1.0,151.659783,18.634063,160.414,3.00633,824.0,76.5725,17.9051919,0.1422894721247996,0.000771,4.555,2460258.338552,0.6080470122648002,1.24,6223.0,4.33,2.0774771347214536,2.3838649781986872e+30,9.56225,2.424459677419355,61.15654463054064,2
4735,5127.01,TOI-5127,PC,1,0.7048757076263428,1.0,96.199683,13.362053,162.582,2.60324,753.0,53.5244,17.5328625,0.1389133901438869,0.000547,3.11,2460239.027496,0.8198175053092437,1.14,6160.0,4.39,1.6858783348215018,2.3133853752333365e+30,9.80493,2.283543859649123,158.0127156291485,1
4736,5128.01,TOI-5128,PC,1,0.6012352705001831,1.0,143.31764,9.168421,193.998,9.00796,1312.0,492.37,7.6014943,0.0916375969217839,0.001898,3.018,2460274.61075,0.9054215770305504,1.99,7642.0,4.09,12.16824553529758,3.5330064953589697e+30,8.2893,4.526613065326633,377.9347301591438,1
4737,5129.01,TOI-5129,PC,1,0.7520884275436401,1.0,99.702791,29.089322,201.912,3.6822,840.0,82.6575,7.4121119,0.0786861465141527,0.000979,1.78,2460247.000236,0.926117967129047,1.19,6178.0,4.36,1.8585712589156351,2.352513941574952e+30,10.1843,3.0942857142857143,703.1114944042687,1
4738,513.01,TOI-513,FP,0,,,120.789948,-20.010091,190.2254,3.493627,593.1709781,29.2577267,1.445433,0.0158693506060444,0.01663528994,3.684343,2458492.93007,,0.269,3266.0,4.98546,0.0074175923127382,5.074612011102299e+29,14.7095,12.98746096654275,,1
4739,5130.01,TOI-5130,PC,1,,,85.516418,28.241192,101.55,1.77975,2301.0,4654.09,2.1667786,0.0348526801418038,0.000282,4.416,2460255.333156,,1.2,6224.0,4.36,1.946859031898652,2.3922181172713309e+30,8.64885,1.483125,,1
4740,5131.01,TOI-5131,PC,1,0.7838233113288879,1.0,155.515614,10.003199,215.18,6.37051,360.0,2.79712,9.4813433,0.0769802420423177,0.00945,1.019,2459527.018825,1.0,0.63,4427.0,4.67,0.1373450036002571,1.346230364602387e+30,13.1113,10.111920634920637,102432.87178448885,1
4741,5132.01,TOI-5132,APC,1,0.758127748966217,1.0,88.308222,21.917925,493.91,11.0534,1793.0,1717.96,1.5985577,0.0333431267375917,0.00259,1.19,2459549.386944,0.9966356130462108,2.2,7947.0,4.04,17.392094719448544,3.848430471593923e+30,10.1485,5.024272727272727,1677.8197359945934,1
4742,5133.01,TOI-5133,FP,0,0.5939919352531433,1.0,88.396157,33.232368,404.955,7.19468,1223.0,371.746,30.4408598,0.2400573417566696,0.0015,4.586,2459507.390544,0.8185514623725477,1.58,8158.9,4.34,9.966307735323896,3.960522245355962e+30,10.3703,4.55359493670886,441.1551600363522,1
4743,5134.01,TOI-5134,FP,0,0.5069010257720947,0.0,114.312857,24.515713,149.969,2.77633,929.0,123.942,6.880459,0.0774161309659998,0.000445,2.037,2460272.398924,0.8925603076535006,1.31,6474.0,4.32,2.715983016089324,2.6000450588387184e+30,9.16636,2.1193358778625955,183.31818629927523,1
4744,5135.01,TOI-5135,FP,0,0.5129629969596863,1.0,97.83249,32.39678,152.97,3.29943,1689.0,1353.12,2.0197299,0.0317017593991653,0.000426,2.563,2460310.708798,0.7906620328880088,1.77,5810.0,3.96,3.216212537231073,2.0719764540710623e+30,8.96147,1.864084745762712,21.105090437384032,1
4745,5136.01,TOI-5136,KP,2,0.5585203766822815,1.0,129.813701,23.357437,446.821,2.70889,1085.0,230.628,7.8092052,0.0791073376170334,0.00048,3.393,2459550.096564,0.6420326122333683,1.22,5906.9,4.3,1.632494827813958,2.1535648017112156e+30,12.0789,2.2204016393442623,52.9891001609991,1
4746,5137.01,TOI-5137,PC,1,,,126.023493,22.783201,238.775,6.33877,,67.6268,3.2092033,,0.002038,0.677,2460280.973096,,0.91,5060.5,,0.4892717937863688,,12.345,6.965681318681319,,1
4747,5138.01,TOI-5138,KP,2,0.5637128353118896,1.0,169.632755,-1.774058,495.317,12.6001269,1073.564736,313.9308182,1.7292681,0.0247936288460416,0.0230432055193,1.8278099,2459526.191553,0.6305250012215698,0.766495,4377.0,4.50156,0.1942757155118916,1.3521252888029893e+30,14.6026,16.438628953874453,12640.84469171692,1
4748,5139.01,TOI-5139,PC,1,0.7082089781761169,1.0,153.384453,19.948217,131.219,7.14437,732.0,47.8442,5.9471027,0.0539291345243681,0.00354,1.544,2459626.883017,0.893606473658917,0.6,3859.0,4.65384,0.0719275542594918,1.176469801399212e+30,12.7263,11.907283333333334,29091.0989799873,1
4749,514.01,TOI-514,KP,2,0.5103727579116821,1.0,127.882912,11.922255,475.758,11.1984741,667.4487415,46.9021418,11.3909685,0.0965408257542959,0.0163377657792,3.8062467,2458495.842899,0.416248374834005,0.875936,5027.0,4.51935,0.4414423251402583,1.839640806878449e+30,13.6674,12.784580266138166,4556.991677338191,1
4750,5140.01,TOI-5140,PC,1,0.6817687153816223,1.0,129.689446,23.685265,35.26,2.9033347,829.6557911,111.9728668,15.6113633,0.1273251739542327,0.0005204897607,3.2002615,2459547.722323,0.8273770569401379,1.22568,6061.77,4.31439,1.8274508005829149,2.2468934705691148e+30,6.3687,2.3687542425429147,139.88905928357633,1
4751,5141.01,TOI-5141,KP,2,0.5238852500915527,1.0,154.671098,10.128846,132.345,6.9724932,1039.2173413,275.6427299,11.8141726,0.1012439140683104,0.0015048941669999,5.5649352,2459556.003033,0.7126370439754489,1.78598,5609.0,3.93083,2.8443865784400595,1.9725202276217323e+30,8.74761,3.904015274527151,66.03840784241811,1
4752,5142.01,TOI-5142,KP,2,0.6043550968170166,1.0,160.602369,7.435077,185.932,12.622985,1384.2569724,867.7365296,1.7554285,0.0276426216499011,0.0147165922677,1.7729986,2459576.373848,0.7687413757627234,0.965222,5306.0,4.43,0.6652993283634663,1.8184137523780815e+30,11.0658,13.077804898769402,7378.012625881059,1
4753,5143.01,TOI-5143,PC,1,0.7665508389472961,1.0,165.36512,5.139481,181.38,12.0204139,904.4759937,158.1645607,5.20971,0.0569924444954906,0.0113944691538,1.6975678,2459527.24297,0.9485838540843856,0.85412,5296.38,4.53407,0.5171874868383827,1.809447829111408e+30,11.2668,14.073448578654054,30577.85690185595,1
4754,5143.02,TOI-5143,PC,1,0.6839002370834351,1.0,165.36512,5.139481,181.38,2.8597467,1173.6702026,448.4410045,2.3843304,0.0338469242725197,0.0011286229858,1.9448395,2459526.770284,0.4842016245431607,0.85412,5296.38,4.53407,0.5171874868383827,1.809447829111408e+30,11.2668,3.348179061490189,220.56202722636093,2
4755,5144.01,TOI-5144,KP,2,,,175.908033,6.563784,141.887,,1282.9803167,640.3257634,2.6556753,,0.0202592262626,2.6111014,2460262.66986,,,5817.3,,,,10.15,,,1
4756,5145.01,TOI-5145,KP,2,0.5160132646560669,1.0,174.960254,0.603596,289.827,6.5930786,782.7242061,88.706626,7.9177855,0.075612167998209,0.0061503984312,3.150639,2459554.042178,0.3653451781272485,0.840476,5322.0,4.5528,0.510556479538516,1.829316771943608e+30,12.3049,7.84445790242672,1473.4349064491716,1
4757,5146.01,TOI-5146,KP,2,0.3979596495628357,0.0,172.335371,-1.455136,44.0727,2.1128666,470.166566,11.5485637,10.0546003,0.0745145222716294,0.001321020031,2.640621,2459528.179119,0.2674316309356641,0.550856,3920.0,4.6932,0.0645526558260404,1.085711533699374e+30,10.5459,3.835606038601739,518.3532123531993,1
4758,5147.01,TOI-5147,PC,1,0.853969395160675,1.0,154.241054,18.213862,272.747,7.07511,573.0,17.9382,3.9178573,0.046643720252812,0.00427,0.739,2459631.96789,1.0,0.88,5174.39,4.4946,0.5001446852918933,1.75389515083936e+30,12.2325,8.039897727272727,59375.46775500471,1
4759,5148.01,TOI-5148,PC,1,0.5573226809501648,1.0,261.241401,-58.633055,237.514,13.5595,1501.0,843.513,5.0637114,0.0570042452713637,0.00494,6.023,2460117.346088,0.3684947702284882,1.91,5447.0,3.86,2.8932763284949723,1.9164832043947757e+30,10.0143,7.099214659685864,103.52165548280234,1
4760,5149.01,TOI-5149,PC,1,0.8172941207885742,1.0,310.458865,48.028314,298.458,18.3071322,797.2741655,95.4886533,27.3714952,0.1812974838546775,0.0110528460427,9.708321,2459814.873357,0.2833687784850535,1.70581,5903.0,4.0,3.1830695148159838,2.1100832749095607e+30,10.4815,10.732222345982262,407.0510488907008,1
4761,515.01,TOI-515,CP,2,0.6911225914955139,1.0,128.067093,11.63071,442.813,12.1120086,956.8339703,198.0921858,3.1148931,0.0344407043189548,0.0259807010915,2.3721346,2458493.283904,0.5896983774224172,0.74956,4973.0,4.438,0.3095852923683451,1.1169946374194354e+30,13.7988,16.15882464379102,9925.215077057945,1
4762,5150.01,TOI-5150,FP,0,0.410370796918869,0.0,301.393952,39.588455,434.304,13.9433,3660.0,29799.8,1.7578288,0.0319464950953828,0.002116,3.218,2460336.483913,0.8348947925733182,2.59,6640.0,3.76,11.748042903699716,2.7992250194975e+30,10.0768,5.383513513513514,112.76646660624824,1
4763,5151.01,TOI-5151,PC,1,0.819736897945404,1.0,65.399258,-67.47014,485.421,16.0082,298.0,1.32226,92.1950434,0.3999853087254882,0.0274,4.425,2459323.834982,1.0,1.0,5643.0,4.44,0.9135532760201396,1.997276918224131e+30,12.8337,16.0082,43924.718221270974,1
4764,5152.01,TOI-5152,CP,2,0.315395176410675,0.0,46.292637,-21.933647,382.898,11.6348,449.0,6.76453,54.3212423,0.2966650457969119,0.003708,4.024,2459084.832076,1.0,1.82,6207.0,3.99,4.429589038218029,2.347367346905366e+30,10.6509,6.392747252747252,2763.155470387726,1
4765,5153.01,TOI-5153,CP,2,0.805834174156189,1.0,91.54032,-19.953444,390.484,11.3547,739.0,49.5559,20.9108406,0.161835096100162,0.005936,4.478,2459197.092933,0.8103565603271902,1.38,6408.0,4.27,2.8929562331819683,2.571558780608762e+30,11.215,8.22804347826087,1525.5524752363024,1
4766,5154.01,TOI-5154,APC,1,0.7702464461326599,1.0,340.959712,-16.462463,338.491,15.4613,697.0,39.274,17.7256773,0.1378582052297781,0.00286,1.629,2459470.788849,1.0,1.63,6010.0,4.06,3.122962541334392,2.212144498249888e+30,10.7203,9.485460122699386,39325.27903282767,1
4767,5155.01,TOI-5155,KP,2,0.7130946516990662,1.0,18.424101,3.097073,109.218,2.8237599,552.1381323,21.964027,9.7956535,0.0774563096637125,0.0016337953711,2.7073092,2459456.729746,0.5893767566327057,0.706632,4147.0,4.55,0.1330504724596088,1.284768512982104e+30,11.7603,3.99608268518833,508.395059724303,1
4768,5156.01,TOI-5156,PC,1,0.8785979151725769,1.0,56.757474,8.664659,160.968,8.99211,750.0,52.664,22.8524131,0.16111755864066,0.001265,2.035,2460221.038488,1.0,1.08,5857.9,4.4,1.2373968427287665,2.1246421548654397e+30,10.2409,8.326027777777778,18231.297081471585,1
4769,5157.01,TOI-5157,APC,1,,,171.235952,-2.08516,476.884,7.65729,,219.344,2.5194039,,0.001935,1.113,2460284.25085,,1.76,6380.0,,4.623828619751431,,11.7475,4.350732954545454,,1
4770,5158.01,TOI-5158,PC,1,0.6714478731155396,1.0,131.191359,16.243654,1175.98,10.3209,1141.0,281.823,4.7464485,0.0565662166980199,0.00194,2.408,2459575.676862,0.9785901117620184,2.26,5890.5,3.76,5.54012033331508,2.1313519043522645e+30,12.8325,4.566769911504426,471.8264718644098,1
4771,5159.01,TOI-5159,PC,1,0.4932630360126495,0.0,142.785956,20.019343,55.1788,1.6134349,866.292942,133.1006284,5.8365098,0.0612832132124448,0.0002567044803,2.6998895,2459526.144884,0.4024919444962145,0.854084,5259.0,4.53,0.5026984355579842,1.792418654720159e+30,8.6739,1.889082221420844,58.56647555202424,1
4772,5159.02,TOI-5159,PC,1,0.7729734778404236,1.0,142.785956,20.019343,55.1788,1.0301459,1013.3032371,249.1602293,3.6469454,0.0447911510419062,0.0001451854235,2.4652655,2459527.770444,0.1626864327843779,0.854084,5259.0,4.53,0.5026984355579842,1.792418654720159e+30,8.6739,1.2061411992263056,21.862907971057783,2
4773,516.01,TOI-516,APC,1,,,112.381555,2.847953,150.5,4.183797,580.9456261,26.9192494,1.04855,0.0112578640758202,0.034644953978,1.062799,2458492.649974,,0.202,3109.0,5.06577,0.0034346248305746,3.4427938773812165e+29,14.114,20.711866336633665,,1
4774,5160.01,TOI-5160,PC,1,0.6835628151893616,1.0,114.639398,31.394454,151.465,2.23474,1016.0,177.537,4.2807509,0.0515003814428569,0.000447,2.051,2460258.887433,0.7651293629265694,1.03,5653.3,4.41,0.976284192849548,1.977482880790577e+30,10.187,2.169650485436893,121.7779205607347,1
4775,5161.01,TOI-5161,PC,1,0.6946689486503601,1.0,153.350015,3.960129,157.656,2.96374,690.0,37.7733,5.7519475,0.0543210877402501,0.0012,2.428,2459577.648713,0.6893989128045204,0.84,4181.8,4.4,0.1944040389042768,1.2852773529432904e+30,12.1875,3.528261904761905,303.81455527456825,1
4776,5162.01,TOI-5162,KP,2,0.809720516204834,1.0,125.223914,16.090796,564.454,6.9223911,867.4395087,133.8066806,8.5623289,0.0813883105571897,0.0043214694896,3.0961685,2459504.354978,0.6870789173285414,1.0230401,5545.3,4.41,0.8916187195481975,1.9508487385452495e+30,13.2027,6.76649048263113,1126.4089522659535,1
4777,5163.01,TOI-5163,KP,2,0.8096754550933838,1.0,201.616856,-2.281902,268.515,5.07911,668.0,33.0649,15.4658691,0.1204727043312512,0.00238,3.16,2459674.578483,0.7948952745162444,1.02,5480.8,4.41,0.8458042047495888,1.9392715516773647e+30,11.6271,4.979519607843137,860.4363205365847,1
4778,5164.01,TOI-5164,KP,2,0.6006948351860046,1.0,125.420299,13.497512,197.989,3.44807,958.0,140.125,8.2669589,0.078764054138102,0.001316,3.328,2460256.367181,0.3587297934769527,0.92,5411.1,4.49,0.6537498059194136,1.896766792890848e+30,11.2089,3.7479021739130434,200.7213860940572,1
4779,5165.01,TOI-5165,PC,1,0.693274736404419,1.0,154.250153,6.866478,245.302,3.3001,870.0,95.4633,3.577501,0.0414608628229697,0.0013,1.662,2459546.601483,0.8260257250526473,0.87,4642.1,4.43,0.3166577711745368,1.4773275208642068e+30,12.5389,3.7932183908045976,691.7521524330551,1
4780,5166.01,TOI-5166,PC,1,0.6482799053192139,1.0,145.827534,15.004027,112.335,1.7148,1305.0,482.108,1.7726881,0.0284612442319892,0.00039,1.409,2459576.329573,0.7236743454769964,0.89,5502.0,4.53,0.6539673040718403,1.9463381547131053e+30,10.0063,1.926741573033708,121.89237112894104,1
4781,5167.01,TOI-5167,PC,1,0.7657256126403809,1.0,133.817943,11.548868,1425.02,14.3194,1490.0,819.404,4.8740385,0.0618035324560117,0.00641,4.125,2460282.322925,0.6942451916547271,1.8,6504.4,4.05,5.224775725789238,2.6362299715851555e+30,13.3935,7.955222222222222,416.8130043362415,1
4782,5168.01,TOI-5168,KP,2,0.8513252139091492,1.0,171.515187,1.230624,249.645,5.07965,965.0,144.17,6.7713411,0.0674448495528377,0.00293,2.836,2459528.161777,0.5559945759294195,0.89,5231.0,4.49,0.5343337073862717,1.7750814941503312e+30,11.9186,5.70747191011236,747.7614736695733,1
4783,5169.01,TOI-5169,PC,1,0.6836641430854797,1.0,154.868917,6.582766,36.2194,2.25604,709.0,42.1222,8.0387972,0.0735443716241366,0.000738,1.487,2460269.548352,0.9014766603745312,0.78,5002.0,4.56836,0.3431291648411193,1.6330049020845915e+30,8.1644,2.892358974358974,1119.4479075098563,1
4784,517.01,TOI-517,FP,0,0.5794320106506348,1.0,120.199911,-60.865633,416.217,11.9173601,728.1185957,66.4246834,9.8850244,0.0763471278886484,0.0098913681761,2.4234353,2458412.729453,0.9330390924344988,0.819196,5522.0,4.39493,0.5621535189178671,1.2082141819670216e+30,13.2361,14.547629749168696,21895.13944707863,1
4785,5170.01,TOI-5170,KP,2,0.7462272047996521,1.0,136.789275,15.205677,343.99,5.7395617,810.7827881,102.1266495,14.7565015,0.1197020551874847,0.0022384830035,4.9375033,2459558.616394,0.4574919774817464,1.20174,5790.7,4.3,1.4629819767466723,2.0895815111588889e+30,11.5559,4.776042821242532,197.3671140763674,1
4786,5171.01,TOI-5171,PC,1,0.8425416946411133,1.0,188.696788,-10.31971,696.695,11.7676797,726.6499887,65.8903912,15.7815791,0.1231230302833994,0.0120077992641,3.9993972,2459559.099655,0.6751087171665576,1.0,5780.0,4.438,1.0055531525976882,1.98810026435146e+30,13.4003,11.7676797,4312.219710250129,1
4787,5172.01,TOI-5172,PC,1,,,192.989892,-0.499038,84.1815,3.124138,763.2360985,80.1967213,4.7218077,0.0493680389242039,0.0014104539374,2.7238343,2459552.170815,,0.707615,4570.0,4.59581,0.1967671247348454,1.431668086159573e+30,10.648,4.415025119591868,,1
4788,5173.01,TOI-5173,KP,2,0.5718710422515869,1.0,186.085306,-6.378954,876.565,12.9627879,1115.4142221,365.8185403,4.0035773,0.0479906111295551,0.0142738513137,2.0958153,2459552.707286,0.8977578289492165,1.08492,5318.0,4.33106,0.8481690890075845,1.8293369796685265e+30,14.1768,11.9481509235704,7904.879310684503,1
4789,5174.01,TOI-5174,CP,2,,,174.109497,-2.023351,197.243,4.8045458,808.3726382,100.9111624,12.2193392,0.10382290245737,0.0016701310625,4.8876935,2459527.296517,,1.09457,5643.77,4.35958,1.0951106099212624,1.988407372356862e+30,10.6309,4.389436765122376,,1
4790,5175.01,TOI-5175,PC,1,0.920484185218811,1.0,139.324444,15.97982,414.845,15.6545004,855.3595051,126.5073461,6.8548465,0.0650067839711045,0.0162762815794,1.5226064,2459554.977553,1.0,1.06192,4797.5,4.27798,0.5381919685405709,1.550964593870081e+30,13.0207,14.74169466626488,63500.48616650252,1
4791,5176.01,TOI-5176,PC,1,0.7934572100639343,1.0,135.019493,13.273706,268.685,10.5079933,350.8176432,3.5797006,20.3550739,0.1184639033603257,0.0374997343542,3.5018936,2459553.71434,0.5064163353156569,0.539092,3728.0,4.70337,0.0505735065833381,1.0644715464649948e+30,14.6831,19.49202232643037,34367.05812810699,1
4792,5177.01,TOI-5177,PC,1,,,155.072519,7.273586,154.965,1.8831,2185.0,3785.82,2.2085904,0.0350904253589391,0.000151,3.992,2460284.438815,,1.68,6183.0,4.06,3.716286842191922,2.349940393639385e+30,8.8471,1.1208928571428571,,1
4793,5178.01,TOI-5178,KP,2,0.5276101231575012,1.0,184.900488,0.968327,134.591,3.1908777,629.3763076,37.0819499,14.0666014,0.1087831504078707,0.0014508250307,2.7078373,2459560.41257,0.7587884184736664,0.837606,5141.67,4.53051,0.4417637091138496,1.7259485379771842e+30,10.7875,3.8095210636026966,640.0721419947263,1
4794,5179.01,TOI-5179,PC,1,0.8239182233810425,1.0,280.251649,83.055747,256.739,5.53402,2447.0,5953.77,0.2874782,0.0085843823032731,0.00194,0.445,2459768.887248,0.9835492466828912,1.02,5702.0,4.43,0.9908385011305532,2.030666604184332e+30,11.3617,5.425509803921568,7044.084850082267,1
4795,518.01,TOI-518,PC,1,0.811725914478302,1.0,115.71678,8.866906,159.814,3.618524,720.7196301,63.7655934,17.87897,0.1333576959467074,0.0009768015789999,2.124101,2458495.790236,0.9514404837814888,1.13674,5596.0,4.32233,1.141633715755103,1.968296715607108e+30,10.1432,3.1832468286503506,1063.5992621507096,1
4796,5180.01,TOI-5180,PC,1,0.8611950278282166,1.0,282.877583,19.560248,705.408,15.9998,1384.0,609.495,2.7779767,0.0446740642284143,0.00789,1.753,2459413.390215,0.9815156877622568,1.71,6976.0,4.16,6.238954045448156,3.065000176346761e+30,12.2175,9.356608187134505,4766.285081256337,1
4797,5181.01,TOI-5181,PC,1,0.8295906782150269,1.0,280.677474,21.69982,480.155,13.0318,1236.0,387.931,3.8922407,0.0496337981174501,0.0061,2.652,2459415.698567,0.9056015803775724,1.66,5943.0,4.03,3.096939885452566,2.141186315645819e+30,11.7242,7.850481927710844,1201.006786007034,1
4798,5182.01,TOI-5182,PC,1,0.7407562732696533,1.0,124.20331,71.286898,208.267,4.15031,974.0,149.732,7.3039588,0.0736952575447352,0.00205,3.218,2459598.659187,0.2345989025080727,0.9,5718.0,4.53,0.7801090231774821,1.9903218095159892e+30,11.1303,4.611455555555556,325.76857927073297,1
4799,5183.01,TOI-5183,PC,1,0.6905331015586853,1.0,287.764397,52.24468,1084.09,15.259201,1635.5605318,1691.1708699,2.7395591,0.0394617392407896,0.0092274218481,3.4295122,2460368.824795,0.6137956191855944,1.5425,5919.0,4.1,2.631100175455505,2.1721440775309008e+30,13.4685,9.892512803889788,736.7464211372386,1
4800,5184.01,TOI-5184,FP,0,0.4600920379161834,0.0,282.699884,34.494757,504.97,10.5509,1642.0,1207.23,2.2751393,0.0343221954389661,0.00335,2.087,2459418.221331,0.920659937477214,1.71,5810.0,3.99,3.001859963649456,2.0721944388014675e+30,11.649,6.170116959064328,758.9469815447742,1
4801,5185.01,TOI-5185,PC,1,0.8138118982315063,1.0,277.589668,16.908527,770.483,17.4175,1603.0,1098.85,4.2788309,0.0554922755250244,0.00775,4.399,2459414.668268,0.7140113997943707,1.98,6353.0,3.94,5.753597541194514,2.47610275619787e+30,12.3595,8.796717171717171,395.4188452827674,1
